,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration,y_pred,y_proba
13263,31,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,186,0,0.372849303188
19512,41,Service,single,Degree,unknown,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,566,0,0.244127696671
25909,56,Professional,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,98,0,0.483976585064
12639,35,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,164,0,0.450017488035
4877,50,Unemployed,married,Mid,no,no,yes,0,12,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,38,0,0.112238055838
17277,58,Service,married,Basic,unknown,no,yes,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,103,0,0.262327846086
7937,53,Professional,divorced,Degree,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,306,0,0.225692428624
6981,56,Retired,divorced,Basic,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,278,0,0.191598354639
27210,33,Service,single,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,64,1,0.523438150494
35870,46,unknown,single,unknown,no,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,136,0,0.340801491829
12622,25,Service,divorced,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,159,0,0.393141322073
15278,24,Service,single,Basic,no,no,no,0,10,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,207,0,0.101016717008
37138,34,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,251,1,0.777104804052
15137,27,Student,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,172,1,0.563331922642
21865,30,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,97,0,0.357255587418
6593,38,Service,single,Degree,no,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,105,0,0.270882784798
37786,43,Service,married,Mid,no,no,yes,1,2,2,success,-2.9,92.201,-31.4,0.838,5076.2,0,79,1,0.91041014512
29948,40,Unskilled,married,Mid,unknown,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,144,1,0.515434662467
5859,38,Unskilled,single,Basic,no,no,no,0,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,118,0,0.191277851352
39257,33,Service,married,Degree,no,no,no,1,2,3,failure,-1.8,93.369,-34.8,0.649,5008.7,0,119,1,0.716840618461
18853,53,Service,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,79,0,0.242208422266
19143,44,Service,divorced,Degree,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,117,0,0.228751619237
30037,50,Service,divorced,Mid,no,yes,no,1,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,91,0,0.381847056347
30662,41,Unskilled,married,Mid,no,yes,no,1,4,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,155,0,0.325858319399
10264,32,Service,divorced,Degree,no,no,no,0,10,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,106,0,0.201862035359
9595,31,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,104,0,0.360582018471
28670,42,Unskilled,married,Basic,no,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,35,1,0.585667248742
31187,43,Professional,married,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,124,0,0.399590067895
29138,39,Unskilled,married,Mid,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,407,1,0.615295470324
5513,39,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,247,0,0.268887788566
20798,54,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,78,0,0.370001753466
10992,27,Professional,single,Mid,no,unknown,unknown,0,2,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,155,0,0.171057428817
17561,39,Service,single,Mid,no,no,no,1,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,419,0,0.314665655946
866,37,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,254,0,0.319702025333
8671,46,Unskilled,married,Mid,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,91,0,0.276595099748
21609,30,Service,married,Mid,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,92,0,0.272598606664
38049,36,Service,single,Degree,no,yes,no,1,1,1,failure,-3.4,92.379,-29.8,0.773,5017.5,0,339,1,0.76328006159
3180,40,Unskilled,married,Basic,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,322,0,0.18456248341
14839,37,Service,divorced,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,143,0,0.345097056411
37592,22,Student,single,Mid,no,no,no,0,1,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,297,1,0.568103973945
38104,36,Service,married,Mid,no,no,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,543,1,0.862250936035
9887,39,Unskilled,married,Degree,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,68,0,0.297023658783
10969,56,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,308,0,0.362590750612
15741,32,Service,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,44,0,0.31622451204
36197,35,Service,married,Degree,no,no,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,322,1,0.630257837493
33133,34,Service,married,Mid,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,109,1,0.572583832018
36300,45,Unemployed,married,Mid,no,no,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,232,1,0.825802073964
24409,39,Unskilled,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,407,1,0.503995988216
26558,30,Service,divorced,Mid,no,no,no,1,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,418,0,0.381016630655
36640,28,Service,married,Degree,no,yes,no,1,1,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,73,1,0.772050247105
40623,34,Service,divorced,Mid,no,yes,no,0,1,1,failure,-1.1,94.199,-37.5,0.882,4963.6,0,11,0,0.371788100263
664,46,Unskilled,married,Basic,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,467,0,0.17311492597
484,54,Professional,married,Basic,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,381,0,0.144216456094
5076,30,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,509,0,0.312340520856
34120,31,Unskilled,single,Mid,unknown,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,228,0,0.419124740968
8690,25,Unskilled,married,Mid,unknown,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,329,0,0.175966777355
24697,53,Professional,divorced,Degree,no,no,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,247,0,0.171944902781
19792,39,Professional,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,31,0,0.31515274664
14115,45,Unskilled,divorced,Mid,no,no,yes,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,194,0,0.259407939978
1738,36,Unemployed,single,Basic,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,143,0,0.165047445302
31081,37,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,372,1,0.572727653472
22600,57,Service,married,Degree,unknown,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,195,0,0.256617647597
5467,36,Service,single,Basic,unknown,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,1222,0,0.16039496603
14170,27,Unskilled,single,Mid,no,yes,yes,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,80,0,0.285113469729
15656,50,Professional,married,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,394,0,0.257338197077
2958,37,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,158,0,0.247776380106
6700,36,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,129,0,0.170226526287
33645,35,Service,single,Mid,no,yes,no,1,5,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,82,0,0.332519004684
1122,31,Unskilled,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,196,0,0.234840600242
33791,29,Service,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,128,1,0.643477825219
12440,42,Unskilled,divorced,Mid,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,111,0,0.285576673744
7100,39,Service,single,Degree,no,no,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,364,0,0.249256083866
7652,42,Service,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,984,0,0.267053046503
3013,51,Professional,married,Basic,unknown,no,yes,0,7,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,91,0,0.1053012539
3653,30,Professional,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,410,0,0.225880756437
14182,56,Service,divorced,Mid,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,354,0,0.247736473969
31743,43,Service,married,Mid,no,no,no,1,2,2,failure,-1.8,92.893,-46.2,1.327,5099.1,0,57,0,0.412724261556
12845,29,Unskilled,married,Mid,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,249,0,0.34337362577
34472,27,Service,single,Mid,no,no,no,1,3,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,64,0,0.363333569782
21980,34,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,82,0,0.353346764389
15593,37,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,179,0,0.0984126264668
36178,61,Unskilled,married,Basic,no,no,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,74,1,0.520323092126
6943,47,Unskilled,married,unknown,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,361,0,0.1576485968
25310,30,Professional,single,Mid,no,no,yes,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,117,0,0.349471439143
20516,42,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,105,0,0.346312008022
29286,40,Unskilled,married,Basic,unknown,unknown,unknown,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,2926,0,0.406760167432
7840,32,Unskilled,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,26,0,0.328135735136
33939,44,Service,single,Mid,unknown,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,394,0,0.498568128344
12560,34,Service,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,80,0,0.312022218846
23479,30,Service,single,Degree,no,yes,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,55,0,0.31039126761
37532,72,Retired,divorced,Basic,no,yes,yes,1,2,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,238,0,0.491166722003
29453,29,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,354,1,0.700667879492
15215,31,Unskilled,divorced,Mid,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,551,0,0.282788365847
14769,32,Unskilled,single,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,46,0,0.363779132997
16256,58,Retired,married,Basic,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,139,0,0.453304559149
38721,30,Service,single,Degree,no,no,no,1,2,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,266,1,0.82746589942
21688,30,Service,single,Degree,no,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,171,0,0.284145327913
12313,43,Service,married,Degree,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,105,0,0.18155480424
11444,46,Service,married,Mid,unknown,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,856,0,0.21672696912
25508,35,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,114,1,0.533954997002
38684,34,Service,married,Mid,no,yes,no,1,2,2,failure,-3.4,92.649,-30.1,0.716,5017.5,0,126,1,0.798622397047
27642,40,Professional,married,Degree,no,no,no,1,5,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,234,0,0.237760842868
35048,53,Service,divorced,Mid,no,no,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,164,0,0.493583757202
29780,53,Professional,divorced,Degree,unknown,no,no,1,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,414,0,0.290663512167
16162,55,Professional,divorced,unknown,no,no,no,1,9,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,67,0,0.176856496877
8543,60,Service,married,Mid,no,no,yes,0,8,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,16,0,0.203619801627
11256,36,Unskilled,single,Mid,no,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,207,0,0.24169182574
16869,46,Unskilled,married,Mid,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,497,0,0.269794473813
28759,38,Service,married,Mid,no,yes,no,1,2,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,118,0,0.44734620504
5357,40,Service,divorced,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,117,0,0.250019836753
21544,38,Service,single,Degree,no,yes,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,99,0,0.31251517136
21905,53,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,107,0,0.37481227644
20201,45,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,177,0,0.367445598524
5331,39,Unskilled,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,83,0,0.232683797855
19916,42,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,124,0,0.312891590523
10592,45,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,174,0,0.307088210657
1166,42,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,813,0,0.320999326636
30179,40,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,328,1,0.629032506027
39610,18,Student,single,unknown,no,yes,no,1,1,2,success,-1.8,93.876,-40.0,0.677,5008.7,0,183,1,0.974784484685
14036,31,Unskilled,married,Basic,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,207,0,0.360157461568
29209,33,Service,single,Degree,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,326,1,0.674699464574
16179,36,Service,single,unknown,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,133,0,0.36048792638
36888,53,Service,married,Degree,no,no,yes,0,10,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,1603,1,0.522267434075
35491,28,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,55,1,0.645499565514
31479,41,Unskilled,married,Basic,unknown,no,yes,1,3,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0,17,0,0.240114646364
29617,34,Unskilled,married,Mid,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,240,0,0.422856085969
6187,39,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,125,0,0.325060155349
32040,36,Service,single,Mid,no,no,no,1,2,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,42,0,0.382646927317
16435,36,Unskilled,married,Mid,no,yes,no,1,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,77,0,0.237772619883
22172,42,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,139,0,0.36652901376
1366,36,Unskilled,married,Mid,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,147,0,0.203593647001
38111,60,Professional,divorced,Degree,no,no,no,1,1,1,success,-3.4,92.379,-29.8,0.755,5017.5,1,83,1,0.950714061432
35079,53,Service,married,Degree,no,no,no,0,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,45,0,0.351000779283
980,35,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,559,0,0.313621721426
6760,34,Service,single,Mid,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,124,0,0.163139382872
8961,31,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,741,0,0.36847323607
17252,33,Service,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,396,0,0.405517224256
33643,24,Unskilled,married,Mid,no,yes,no,1,4,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,321,1,0.514711606646
29385,35,Unskilled,married,Degree,no,yes,yes,0,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,114,0,0.317474843627
19718,36,Service,married,Mid,unknown,yes,yes,1,5,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,163,0,0.163253140881
12896,26,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,77,0,0.097253144619
26326,29,Service,single,Mid,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,23,0,0.264171274468
14326,30,Service,single,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,136,0,0.38586415759
3058,43,Service,divorced,Mid,no,no,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,143,0,0.174331244128
40427,64,Retired,married,Basic,no,unknown,unknown,0,3,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,1,245,1,0.643348662456
32676,30,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,188,1,0.642825276582
2735,39,Unskilled,married,Basic,no,no,no,0,12,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,488,0,0.145523960963
19437,52,Unskilled,married,Basic,unknown,yes,yes,1,4,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,1250,0,0.157247737108
28974,43,Service,single,Mid,no,no,no,0,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,51,0,0.329813112193
40551,44,Service,single,Mid,no,yes,no,0,1,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,0,27,1,0.707336783505
21879,57,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,1044,0,0.298504783116
25591,50,Professional,married,Basic,unknown,yes,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,53,0,0.127509043679
16602,29,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,259,0,0.452103105513
33693,35,Professional,single,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,109,0,0.333401195981
14898,34,Unskilled,married,Basic,unknown,no,no,1,6,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,171,0,0.229576311325
5160,38,Professional,divorced,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,275,0,0.147072366292
8612,31,Service,single,Degree,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,357,0,0.338154569491
30770,54,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,323,0,0.47106303112
12124,39,Service,single,Mid,no,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,158,0,0.271945972524
36381,26,Service,single,Degree,no,unknown,unknown,1,2,1,success,-2.9,92.963,-40.8,1.262,5076.2,1,271,1,0.94707573234
40931,27,Service,single,Degree,no,yes,yes,1,1,2,success,-1.1,94.601,-49.5,0.982,4963.6,0,242,1,0.964665272643
32438,34,Unskilled,married,Degree,no,yes,no,1,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,44,0,0.40291250322
27822,26,Professional,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,119,1,0.53433136955
36251,28,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,353,1,0.879609425961
28864,59,Unskilled,married,Mid,no,no,no,1,2,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,332,0,0.420476200306
18795,31,Service,single,Mid,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,45,0,0.364111834417
35496,34,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,16,1,0.642146031513
40259,68,Retired,married,Degree,no,no,no,1,2,1,success,-1.7,94.215,-40.3,0.889,4991.6,1,414,1,0.984323721127
5348,25,Professional,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,274,0,0.253453610449
22803,53,Professional,married,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,342,0,0.287616832233
22847,40,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,94,0,0.342271111374
8416,40,Service,single,Degree,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,176,0,0.255472274263
790,33,Unskilled,single,Mid,unknown,unknown,unknown,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,150,0,0.114893903847
35096,29,Service,single,Mid,no,yes,no,1,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,79,0,0.37290180292
13557,39,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,298,0,0.382239747189
30973,49,Professional,married,Mid,no,yes,yes,1,3,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,214,0,0.280099175908
27824,29,Service,married,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,186,1,0.612650382511
37395,26,Student,single,Mid,no,no,no,0,1,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,449,1,0.569929968577
17759,60,Retired,divorced,Mid,unknown,yes,yes,1,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,102,0,0.244313529766
36573,42,Service,single,Degree,no,unknown,unknown,0,2,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,34,1,0.565815304361
25262,41,Unskilled,married,Degree,unknown,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,190,0,0.382028672095
24072,30,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,1,465,0,0.202101447898
3069,41,Professional,single,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,318,0,0.248230169366
38580,78,Retired,divorced,Basic,no,no,no,1,2,2,failure,-3.4,92.431,-26.9,0.72,5017.5,0,631,1,0.768641997542
3282,37,Service,married,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,200,0,0.253653931457
35860,49,Service,married,Degree,no,no,no,0,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,152,0,0.364631084108
23114,32,Service,married,Degree,no,yes,no,0,7,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,66,0,0.102791680571
39937,39,Service,married,Degree,no,yes,no,0,1,1,failure,-1.7,94.055,-39.8,0.742,4991.6,0,52,1,0.569861326974
1884,42,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,119,0,0.171222677876
34705,27,Service,married,Degree,no,yes,yes,1,2,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,162,0,0.389231358272
18654,36,Service,single,Degree,no,yes,yes,0,8,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,18,0,0.11162287923
17436,39,Service,single,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50,0,0.418750219189
17161,49,Service,divorced,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,81,0,0.329560506376
31278,32,Service,single,Mid,no,no,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,148,1,0.549171056252
34003,27,Unskilled,married,Degree,no,no,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,131,1,0.573227884676
40788,50,Professional,married,Degree,no,no,no,1,4,3,failure,-1.1,94.199,-37.5,0.878,4963.6,0,718,1,0.721878290469
30919,36,Professional,married,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,283,0,0.34636885844
35003,45,Unskilled,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,146,1,0.55508289508
16089,26,Unskilled,married,Basic,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,199,0,0.287964871353
12739,25,Service,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,259,0,0.408457770153
