,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,y_proba
31739,41,Unskilled,married,Basic,unknown,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
2425,46,Unskilled,married,Basic,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
9875,43,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
12435,42,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.4
36999,58,Service,married,Mid,no,yes,no,1,4,1,failure,-2.9,92.469,-33.6,1.059,5076.2,0,0.2
20701,54,Unskilled,married,Basic,unknown,unknown,unknown,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
24987,49,Service,married,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
24267,39,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
17554,56,Service,divorced,Mid,unknown,yes,no,1,8,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
25317,39,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4
35919,44,Unskilled,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.2
12346,42,Service,divorced,Degree,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.0
5634,34,Service,divorced,Mid,unknown,no,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
19349,56,Retired,married,Basic,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.0
18266,39,Service,married,Mid,no,no,no,1,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3
28027,39,Unskilled,single,Mid,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,0.0
10812,38,Unskilled,married,Mid,no,no,yes,0,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0
26454,30,Service,single,Mid,no,no,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.1
27366,34,Service,divorced,Degree,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.2
36440,47,Professional,married,Mid,no,yes,no,1,3,1,failure,-2.9,92.963,-40.8,1.262,5076.2,1,0.2
15705,53,Professional,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.1
25536,30,Service,single,Mid,no,yes,yes,1,3,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.5
38569,69,Retired,married,Basic,no,yes,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.6
22268,30,Service,married,Degree,no,unknown,unknown,1,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.1
32104,30,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
5132,48,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
23287,50,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1
29801,39,Service,single,Mid,unknown,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
9897,25,Service,single,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.1
8825,45,Service,married,Mid,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0
2715,34,Service,single,Mid,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
26931,31,Unskilled,married,Basic,no,yes,no,1,4,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
6422,56,Service,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
5133,42,Unskilled,divorced,Basic,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
8511,34,Professional,married,Degree,unknown,no,yes,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
38232,37,Professional,single,Mid,no,no,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,1,0.3
2211,37,Service,married,Mid,no,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
4832,33,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
20406,33,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
25781,31,Service,married,Mid,no,yes,no,1,5,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
2918,58,Service,divorced,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.2
14920,35,Unskilled,single,Mid,unknown,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.1
37973,41,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,0,0.0
40553,64,Retired,married,Degree,no,yes,no,1,2,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.3
14473,25,Service,single,Degree,no,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
21466,50,Service,divorced,Degree,no,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
2533,48,Unskilled,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
17,46,Unskilled,married,Basic,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
16213,39,Unskilled,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
34579,35,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.0
39852,36,Professional,single,Degree,no,no,yes,1,1,4,success,-1.7,94.055,-39.8,0.72,4991.6,1,0.3
40700,23,Student,single,Mid,no,yes,no,1,1,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0,0.3
38302,35,Service,married,Degree,no,yes,no,1,1,1,failure,-3.4,92.431,-26.9,0.74,5017.5,0,0.7
9477,29,Service,single,Degree,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
19345,51,Professional,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.0
27156,49,Service,married,unknown,no,yes,no,0,9,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
32717,31,Service,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.0
16942,48,Unskilled,married,Basic,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
11875,57,Professional,married,Mid,unknown,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
36087,21,Student,single,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.2
37771,38,Unemployed,single,Mid,no,yes,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,1,0.2
25856,39,Service,single,Degree,no,yes,no,1,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
13256,41,Unskilled,married,Basic,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
40811,21,Student,single,unknown,no,no,no,1,1,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.8
37864,51,Service,married,Degree,no,yes,no,1,2,1,failure,-2.9,92.201,-31.4,0.821,5076.2,0,0.3
21899,43,Professional,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
20253,55,Service,married,Degree,no,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
4590,29,Service,single,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
13048,34,Service,married,Degree,no,yes,no,0,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
20149,30,Service,single,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.4
10879,32,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0
40206,66,Unskilled,married,Basic,no,no,yes,1,1,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,0.6
27985,33,Professional,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0,0.75
25157,35,Service,married,Mid,no,no,yes,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
6029,27,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
20109,59,Retired,married,Basic,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.0
14143,31,Service,single,Mid,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
11816,59,Retired,married,Mid,unknown,no,no,0,8,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
14092,27,Unskilled,single,Mid,no,yes,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
23717,44,Unskilled,married,unknown,unknown,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.0
33540,37,Service,single,Degree,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
297,36,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
8487,38,Service,married,Mid,unknown,no,no,0,11,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
12085,42,Unskilled,married,Basic,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.1
10594,47,Unskilled,married,Mid,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.05
2497,40,Unskilled,divorced,unknown,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
250,40,Service,divorced,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
31336,37,Service,married,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.4
8518,48,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
3103,30,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.1
30641,34,Service,married,Degree,no,yes,yes,0,3,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.1
25845,35,Service,single,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.1
34879,39,Professional,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.1
900,34,Service,divorced,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
24115,42,Service,married,Degree,no,yes,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,1,0.2
25281,37,Professional,single,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
38939,25,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.2
23032,57,Retired,married,Mid,no,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.0
12687,46,Unskilled,married,Basic,unknown,no,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.2
36283,31,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.4
14771,37,Professional,divorced,Mid,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.0
39227,64,Retired,married,Degree,no,no,no,1,2,1,success,-1.8,93.369,-34.8,0.652,5008.7,1,1.0
3120,32,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
27835,50,Unemployed,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.4
9167,52,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0
24057,56,Service,married,Mid,no,no,no,0,1,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1,0.7
28275,32,Service,single,Degree,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.3
31057,48,Unskilled,married,Basic,unknown,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.2
6292,47,Unskilled,married,Basic,unknown,unknown,unknown,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
26525,43,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30901,29,Service,single,Degree,no,yes,yes,1,1,2,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.0
23815,45,Service,divorced,Degree,no,yes,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.1
11666,39,Service,married,Mid,no,yes,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
18736,58,Unskilled,married,Basic,unknown,yes,no,1,7,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
22364,30,Service,divorced,Mid,no,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
1650,24,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
21088,54,Unskilled,married,Basic,no,no,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
140,43,Unemployed,single,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
9851,48,Unskilled,married,Mid,unknown,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
13583,25,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3
9146,44,Unskilled,married,Basic,no,yes,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0
24800,36,Professional,single,Mid,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.1
19837,45,Service,married,Mid,unknown,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
28504,71,Retired,married,Basic,no,no,no,0,2,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,0.2
17141,33,Unskilled,married,Mid,no,no,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
40562,71,Retired,married,Mid,no,no,no,1,1,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.8
22761,31,Service,married,Degree,no,no,no,1,7,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2
25063,47,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
36780,52,Professional,married,Mid,no,yes,no,1,3,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.1
38751,72,Retired,divorced,Basic,no,yes,no,1,2,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.8
18131,32,Service,single,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.1
1956,33,Service,married,Mid,no,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
31619,35,Service,single,Mid,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.1
37510,41,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.8
24901,38,Unskilled,married,Mid,no,no,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
8943,40,Service,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0
32801,31,Service,single,Degree,no,yes,yes,1,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.0
12909,54,Retired,divorced,Basic,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
20004,33,Service,divorced,Mid,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
29346,45,Service,married,Mid,no,yes,yes,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.0
12782,26,Service,married,Mid,no,yes,yes,1,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
25610,34,Service,married,Basic,no,yes,yes,1,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
12240,37,Unskilled,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,0.3
14032,36,Service,single,Mid,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
7387,25,Unskilled,married,Basic,no,no,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0
16590,44,Service,married,Basic,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
8468,41,Unskilled,married,Basic,unknown,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.2
26809,30,Service,single,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
40326,67,Retired,married,Basic,no,no,no,1,3,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0,0.8
39240,28,Service,single,Degree,no,yes,no,1,4,2,failure,-1.8,93.369,-34.8,0.65,5008.7,1,0.1
2817,48,Service,divorced,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
33350,27,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.2
33668,28,Unskilled,single,Mid,no,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.36
4813,41,Unskilled,married,Mid,unknown,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.1
40122,29,Service,married,Degree,no,yes,no,1,1,2,failure,-1.7,94.215,-40.3,0.835,4991.6,0,0.8
13401,40,Unskilled,married,Basic,unknown,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
40022,37,Service,single,Degree,no,yes,no,1,2,3,success,-1.7,94.215,-40.3,0.79,4991.6,0,0.2
29718,37,Service,divorced,Mid,unknown,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
29095,37,Unskilled,married,Mid,no,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.1
34643,33,Professional,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.1
22824,47,Service,married,Mid,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.1
3618,34,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.116666666667
121,49,Unskilled,divorced,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
4577,39,Unskilled,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
39538,52,Service,married,unknown,no,yes,no,0,1,1,success,-1.8,93.749,-34.6,0.654,5008.7,1,1.0
1148,45,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
3547,25,Service,divorced,Basic,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.3
13694,22,Service,single,Mid,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3
14699,34,Service,single,Degree,no,no,no,0,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
34193,28,Unskilled,married,Basic,no,no,yes,1,2,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.8
2376,39,Unskilled,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
11318,50,Unskilled,married,unknown,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.1
32506,36,Professional,divorced,Basic,no,yes,no,1,4,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.1
16739,41,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
10517,43,Unskilled,married,Mid,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
33611,35,Unskilled,single,Mid,no,yes,yes,0,6,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
2493,58,Retired,divorced,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
34987,44,Professional,married,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.4
39563,28,Service,single,Degree,no,no,yes,1,1,1,failure,-1.8,93.749,-34.6,0.663,5008.7,0,0.3
25882,43,Professional,married,Degree,no,yes,no,1,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
36134,50,Service,divorced,Degree,no,yes,yes,1,3,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,0.0
34929,34,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.1
41160,33,Service,married,Degree,no,no,no,1,1,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1,0.7
8138,44,Unskilled,married,Mid,unknown,no,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
37159,45,Unemployed,divorced,Basic,no,no,yes,0,1,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.0
2937,32,Service,married,Degree,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
30768,40,Professional,married,Degree,no,unknown,unknown,1,2,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.1
8134,39,Professional,married,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0
3559,50,Professional,married,Degree,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
3528,36,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
8870,32,Professional,married,Mid,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.1
21238,35,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.025
10982,29,Service,divorced,Degree,no,yes,no,0,19,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.1
16169,56,Retired,married,Basic,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
4097,38,Unskilled,married,Basic,unknown,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
7708,31,Service,married,Degree,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0
28619,71,Retired,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,0.1
15483,46,Service,single,Degree,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.0
7793,46,Service,married,Degree,no,yes,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.0
12276,38,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,0.0
12327,43,Unskilled,divorced,Basic,unknown,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.0
39211,33,Professional,single,Degree,no,yes,no,1,2,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1,0.5
23157,32,Service,married,Degree,no,no,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
14058,30,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
6807,51,Service,divorced,Degree,no,unknown,unknown,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
6258,53,Service,married,unknown,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
21647,32,Service,single,Degree,no,unknown,unknown,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
35263,55,Unskilled,married,Degree,no,yes,yes,1,3,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.2
15971,36,Unskilled,married,Mid,unknown,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.1
520,40,Professional,married,Mid,unknown,unknown,unknown,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
10084,39,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0
23881,46,Service,married,unknown,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.166666666667
37427,66,Service,married,Degree,no,yes,no,0,2,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.2
12532,37,Professional,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.2
25189,41,Professional,married,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.3
15189,26,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.0
4264,31,Unskilled,single,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.0
29624,53,Unskilled,married,Basic,unknown,unknown,unknown,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
25407,45,Service,married,Mid,unknown,no,no,1,5,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
13497,50,Professional,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
3579,38,Professional,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.15
26361,30,Service,married,Mid,unknown,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
